Uniprot_ID,Gene_Name,Synonyms,Other_Accessions,PDB_ID,Method,Resolution,Chains
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NTP,X-ray,1.70 A,A=263-499
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NTQ,X-ray,2.26 A,A/B=263-499
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NTW,X-ray,1.64 A,A/B/C/D=263-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5NU1,X-ray,1.85 A,A/B=263-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5UFO,X-ray,2.80 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5UFR,X-ray,2.07 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5UHI,X-ray,3.20 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5VB3,X-ray,1.95 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5VB5,X-ray,2.23 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5VB6,X-ray,2.04 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5VB7,X-ray,2.33 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5VQK,X-ray,3.10 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5VQL,X-ray,2.70 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5W4R,X-ray,3.00 A,A/B=265-481
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5W4V,X-ray,2.65 A,A/B/C/D/E/F=266-475
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5X8Q,X-ray,2.20 A,A/C/E/G=261-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5YP5,X-ray,2.65 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5YP6,X-ray,2.20 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5ZA1,X-ray,2.52 A,A/B=265-494
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6A22,X-ray,2.55 A,A/C/E/G=261-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6B30,X-ray,2.69 A,A/B=265-479
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6B31,X-ray,3.18 A,A/B=265-492
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6B33,X-ray,2.48 A,A/B=265-482
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6BN6,X-ray,2.40 A,A/B=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6BR2,X-ray,3.18 A,A/B=265-479
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6BR3,X-ray,3.00 A,A/B=265-480
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6CN5,X-ray,2.30 A,A/B=259-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6CN6,X-ray,2.45 A,A=259-517
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6CVH,X-ray,3.50 A,A=265-489
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6E3E,X-ray,2.47 A,A/B=265-481
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6E3G,X-ray,2.10 A,A/B=263-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6ESN,X-ray,1.84 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6FGQ,X-ray,2.37 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6FZU,X-ray,1.80 A,A/B=263-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6G05,X-ray,1.90 A,A/B=263-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6G07,X-ray,1.66 A,A/B/C/D=263-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6IVX,X-ray,2.35 A,A/C/E/G=261-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6J1L,X-ray,2.30 A,A/B/C=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6J3N,X-ray,1.99 A,A=265-509
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6LO9,X-ray,1.86 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6LOA,X-ray,2.50 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6LOB,X-ray,2.40 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6LOC,X-ray,2.20 A,A=260-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6NAD,X-ray,2.90 A,A/B=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6NWS,X-ray,2.44 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6NWT,X-ray,2.35 A,A/C=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6NWU,X-ray,3.20 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6O3Z,X-ray,2.40 A,A=259-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6O98,X-ray,2.29 A,A/B=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6P9F,X-ray,2.80 A,A/B=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6Q2W,X-ray,1.99 A,A/B=267-487
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6Q6M,X-ray,2.35 A,A=263-499
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6Q6O,X-ray,2.30 A,A=263-499
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6Q7A,X-ray,2.20 A,A=263-499
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6Q7H,X-ray,2.30 A,A=263-499
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6R7A,X-ray,2.13 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6R7J,X-ray,1.84 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6R7K,X-ray,1.54 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6SAL,X-ray,1.61 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6SLZ,X-ray,2.20 A,A/B=261-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4G,X-ray,1.93 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4I,X-ray,1.84 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4J,X-ray,1.79 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4K,X-ray,1.89 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4T,X-ray,1.62 A,A=267-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4U,X-ray,2.00 A,A=268-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4W,X-ray,1.71 A,A=268-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4X,X-ray,1.48 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T4Y,X-ray,1.95 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6T50,X-ray,1.87 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6TLM,X-ray,2.32 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6TLQ,X-ray,1.76 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6TLT,X-ray,2.11 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6U25,X-ray,2.61 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6UCG,X-ray,2.87 A,A=267-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6VQF,X-ray,2.00 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6VSW,X-ray,3.20 A,A/B=261-492
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6W9H,X-ray,2.00 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6W9I,X-ray,1.61 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6XAE,X-ray,2.26 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",6XFV,X-ray,2.15 A,A/B=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7E3M,X-ray,2.80 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7JH2,X-ray,2.37 A,A/B=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7JTM,X-ray,2.43 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7JTW,X-ray,1.90 A,A=259-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7JYM,X-ray,3.05 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7KCO,X-ray,1.86 A,A/B=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7KQJ,X-ray,2.65 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7KXD,X-ray,1.62 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7KXE,X-ray,2.42 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7KXF,X-ray,2.14 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7LUK,X-ray,2.09 A,A=265-508
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7NEC,X-ray,1.95 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7NP5,X-ray,1.55 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7NP6,X-ray,1.84 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7NPC,X-ray,1.47 A,A=268-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7OFI,X-ray,1.95 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7OFK,X-ray,1.61 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7QP4,X-ray,2.30 A,A/B=264-518
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7W3P,X-ray,1.77 A,A=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7W3Q,X-ray,2.00 A,A=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7XQE,X-ray,2.57 A,A/B=262-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",8FAV,X-ray,1.85 A,A/B=259-517
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",8FB1,X-ray,2.18 A,A/B=259-517
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",8FB2,X-ray,2.30 A,A/B=259-517
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",8GXP,X-ray,2.45 A,A=265-507
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5APH,,,
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",5K3N,,,
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7NP5,,,
P51449,RORC,"NR1F3, RORG, RZRG","Q5SZR9, Q8N5V7, Q8NCY8",7NPC,,,
P77173,zipA,,,1F46,X-ray,1.50 A,A/B=189-328
P77173,zipA,,,1F47,X-ray,1.95 A,B=185-328
P77173,zipA,,,1F7W,NMR,,A=185-328
P77173,zipA,,,1F7X,NMR,,A=185-328
P77173,zipA,,,1S1J,X-ray,2.18 A,A/B=185-328
P77173,zipA,,,1S1S,X-ray,2.10 A,A/B=185-328
P77173,zipA,,,1Y2F,X-ray,2.00 A,A=190-328
P77173,zipA,,,1Y2G,X-ray,1.90 A,A/B=189-328
P77173,zipA,,,1F46,,,
P77173,zipA,,,1F47,,,
P77173,zipA,,,1F7W,,,
P77173,zipA,,,1F7X,,,
P77173,zipA,,,1S1J,,,
P77173,zipA,,,1S1S,,,
P77173,zipA,,,1Y2F,,,
P77173,zipA,,,1Y2G,,,
P77173,zipA,,,1F46,,,
P77173,zipA,,,1F7W,,,
P77173,zipA,,,1S1S,,,
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",1T56,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",1U9N,X-ray,2.30 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",1U9O,X-ray,3.30 A,A/B=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3G1L,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3G1M,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3G1O,X-ray,1.85 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3O8G,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3O8H,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3Q0U,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3Q0V,X-ray,1.95 A,A/B=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3Q0W,X-ray,1.60 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3Q3S,X-ray,2.00 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3QPL,X-ray,3.20 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3SDG,X-ray,1.87 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3SFI,X-ray,2.31 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3TP0,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",3TP3,X-ray,1.86 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",4DW6,X-ray,2.00 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",4M3B,X-ray,2.00 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",4M3D,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",4M3E,X-ray,2.11 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",4M3G,X-ray,2.30 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5EYR,X-ray,1.57 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5EZG,X-ray,1.84 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5EZH,X-ray,1.70 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5F04,X-ray,1.84 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5F08,X-ray,1.92 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5F0C,X-ray,1.87 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5F0F,X-ray,1.76 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5F0H,X-ray,1.99 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5F1J,X-ray,1.63 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5F27,X-ray,1.68 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5J1R,X-ray,1.92 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5J1U,X-ray,1.80 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5J1Y,X-ray,1.81 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5J3L,X-ray,1.66 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MWO,X-ray,1.96 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MXK,X-ray,1.93 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MXV,X-ray,1.63 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MYL,X-ray,1.72 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MYM,X-ray,2.28 A,A/B/C/D=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MYN,X-ray,1.56 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MYR,X-ray,1.83 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MYS,X-ray,1.59 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MYT,X-ray,1.61 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5MYW,X-ray,1.77 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5NIM,X-ray,1.50 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5NIO,X-ray,1.40 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5NIZ,X-ray,1.95 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5NJ0,X-ray,2.10 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5NZ0,X-ray,1.82 A,A=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",5NZ1,X-ray,2.33 A,A/B/C/D/E/F/G/H=2-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HNX,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HNZ,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO0,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO1,X-ray,2.00 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO2,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO3,X-ray,2.40 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO4,X-ray,1.60 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO5,X-ray,2.30 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO6,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO7,X-ray,2.50 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO8,X-ray,1.98 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HO9,X-ray,1.80 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HOA,X-ray,1.50 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HOB,X-ray,1.80 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HOC,X-ray,2.50 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HOD,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HOE,X-ray,1.90 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6HOF,X-ray,1.80 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6R1P,X-ray,1.80 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",6R1S,X-ray,1.80 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGD,X-ray,1.47 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGG,X-ray,1.17 A,C=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGI,X-ray,1.70 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGJ,X-ray,1.89 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGK,X-ray,1.89 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGM,X-ray,1.76 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGN,X-ray,1.55 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGO,X-ray,2.37 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGR,X-ray,1.92 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGS,X-ray,2.50 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGT,X-ray,2.49 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGU,X-ray,1.26 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGW,X-ray,1.26 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGX,X-ray,1.24 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGY,X-ray,1.27 A,A=1-216
P9WMC1,ethR,etaR,"L0TDZ6, P96222, Q7D4Q7",7NGG,,,
P15121,AKR1B1,"ALDR1, ALR2","B2R8N3, Q5U031, Q6FGA4, Q6ICP2, Q9BS21, Q9UCI9",1ABN,X-ray,2.40 A,A=2-316
P15121,AKR1B1,"ALDR1, ALR2","B2R8N3, Q5U031, Q6FGA4, Q6ICP2, Q9BS21, Q9UCI9",1ADS,X-ray,1.65 A,A=2-316
P15121,AKR1B1,"ALDR1, ALR2","B2R8N3, Q5U031, Q6FGA4, Q6ICP2, Q9BS21, Q9UCI9",1AZ1,X-ray,1.80 A,A=2-316
P15121,AKR1B1,"ALDR1, ALR2","B2R8N3, Q5U031, Q6FGA4, Q6ICP2, Q9BS21, Q9UCI9",1AZ2,X-ray,2.90 A,A=2-316
P15121,AKR1B1,"ALDR1, ALR2","B2R8N3, Q5U031, Q6FGA4, Q6ICP2, Q9BS21, Q9UCI9",1EF3,X-ray,2.80 A,A/B=2-316
